CUSTOMER_ID,FULL_NAME,EMAIL_ADDRESS,JOIN_DATE,LAST_DATE,RECENCY,CHURN,MONETARY,FREQUENCY,RFM_Score,Customer_segment,QUANTITY
16122.0,16122 ICONN Hack,16122@gmail.com,2010-12-08,2011-09-27,73,1.0,171.10500000000002,4,3.26,Medium Value Customer,1128
13126.0,13126 ICONN Hack,13126@gmail.com,2010-12-08,2011-12-05,4,0.0,262.455,8,4.44,High value Customer,2143
15973.0,15973 ICONN Hack,15973@gmail.com,2010-12-08,2010-12-08,366,1.0,307.82000000000005,1,0.74,Lost Customers,106
16558.0,16558 ICONN Hack,16558@gmail.com,2010-12-08,2011-12-09,0,0.0,416.92449999999997,20,4.9,Top Customers,5377
16893.0,16893 ICONN Hack,16893@gmail.com,2010-12-08,2010-12-08,366,1.0,145.93,1,0.74,Lost Customers,62
15021.0,15021 ICONN Hack,15021@gmail.com,2010-12-08,2011-12-01,8,0.0,212.75777777777776,9,4.49,High value Customer,847
15529.0,15529 ICONN Hack,15529@gmail.com,2010-12-08,2011-11-17,22,0.0,363.20272727272726,11,4.47,High value Customer,3496
15498.0,15498 ICONN Hack,15498@gmail.com,2010-12-08,2011-12-07,2,0.0,493.2,27,4.92,Top Customers,6105
18043.0,18043 ICONN Hack,18043@gmail.com,2010-12-08,2011-11-15,24,0.0,186.50333333333333,3,3.04,Medium Value Customer,282
16016.0,16016 ICONN Hack,16016@gmail.com,2010-12-08,2011-12-06,3,0.0,188.595,8,4.46,High value Customer,620
17722.0,17722 ICONN Hack,17722@gmail.com,2010-12-08,2011-09-04,96,1.0,606.01,4,3.21,Medium Value Customer,1595
17324.0,17324 ICONN Hack,17324@gmail.com,2010-12-08,2011-11-22,17,0.0,247.55749999999998,4,3.53,Medium Value Customer,844
17341.0,17341 ICONN Hack,17341@gmail.com,2010-12-08,2011-07-06,156,1.0,260.4533333333333,3,2.7,Low Value Customers,489
14051.0,14051 ICONN Hack,14051@gmail.com,2010-12-08,2011-12-09,0,0.0,678.7126086956522,23,4.93,Top Customers,3756
16233.0,16233 ICONN Hack,16233@gmail.com,2010-12-08,2011-09-29,71,1.0,178.89333333333335,3,2.83,Low Value Customers,174
16385.0,16385 ICONN Hack,16385@gmail.com,2010-12-08,2011-10-10,60,1.0,185.2966666666667,3,2.87,Low Value Customers,261
15032.0,15032 ICONN Hack,15032@gmail.com,2010-12-08,2011-03-28,256,1.0,1653.0333333333335,3,2.61,Low Value Customers,2968
16713.0,16713 ICONN Hack,16713@gmail.com,2010-12-08,2011-11-21,18,0.0,461.54200000000003,15,4.64,Top Customers,4276
17213.0,17213 ICONN Hack,17213@gmail.com,2010-12-08,2011-10-30,40,1.0,397.31857142857143,7,4.05,High value Customer,1176
18061.0,18061 ICONN Hack,18061@gmail.com,2010-12-08,2011-11-18,21,0.0,211.94099999999997,10,4.43,High value Customer,955
15916.0,15916 ICONN Hack,15916@gmail.com,2010-12-08,2011-11-23,16,0.0,191.01125,8,4.33,High value Customer,757
15221.0,15221 ICONN Hack,15221@gmail.com,2010-12-08,2010-12-08,366,1.0,403.25,1,0.74,Lost Customers,43
13455.0,13455 ICONN Hack,13455@gmail.com,2010-12-08,2011-11-15,24,0.0,529.1700000000001,2,2.38,Low Value Customers,354
13113.0,13113 ICONN Hack,13113@gmail.com,2010-12-08,2011-12-09,0,0.0,510.2483333333333,24,4.93,Top Customers,3050
14217.0,14217 ICONN Hack,14217@gmail.com,2010-12-08,2011-12-08,1,0.0,117.94,17,4.85,Top Customers,689
17262.0,17262 ICONN Hack,17262@gmail.com,2010-12-08,2011-10-18,52,1.0,250.67200000000003,5,3.64,Medium Value Customer,367
18259.0,18259 ICONN Hack,18259@gmail.com,2010-12-08,2011-11-15,24,0.0,779.5333333333334,3,3.04,Medium Value Customer,714
17676.0,17676 ICONN Hack,17676@gmail.com,2010-12-08,2011-12-05,4,0.0,231.28,6,4.17,High value Customer,932
16679.0,16679 ICONN Hack,16679@gmail.com,2010-12-08,2010-12-08,366,1.0,129.75,1,0.74,Lost Customers,29
18269.0,18269 ICONN Hack,18269@gmail.com,2010-12-08,2010-12-08,366,1.0,168.6,1,0.74,Lost Customers,76
12766.0,12766 ICONN Hack,12766@gmail.com,2010-12-08,2011-12-06,3,0.0,998.5185714285715,7,4.34,High value Customer,3646
15298.0,15298 ICONN Hack,15298@gmail.com,2010-12-08,2011-12-07,2,0.0,399.9916666666666,12,4.71,Top Customers,3116
13523.0,13523 ICONN Hack,13523@gmail.com,2010-12-08,2011-11-06,33,1.0,792.976,5,3.72,Medium Value Customer,1752
15005.0,15005 ICONN Hack,15005@gmail.com,2010-12-08,2011-11-24,15,0.0,225.5917857142857,28,4.79,Top Customers,4247
15581.0,15581 ICONN Hack,15581@gmail.com,2010-12-08,2011-08-11,120,1.0,283.0746153846154,13,4.24,High value Customer,287
15680.0,15680 ICONN Hack,15680@gmail.com,2010-12-08,2011-11-30,9,0.0,444.56,3,3.17,Medium Value Customer,952
13649.0,13649 ICONN Hack,13649@gmail.com,2010-12-08,2011-03-28,256,1.0,173.3,2,1.95,Low Value Customers,139
17894.0,17894 ICONN Hack,17894@gmail.com,2010-12-08,2011-09-29,71,1.0,139.97625,8,4.06,High value Customer,405
13270.0,13270 ICONN Hack,13270@gmail.com,2010-12-08,2010-12-08,366,1.0,590.0,1,0.74,Lost Customers,200
14866.0,14866 ICONN Hack,14866@gmail.com,2010-12-08,2011-11-29,10,0.0,1199.1583333333333,12,4.62,Top Customers,6752
13077.0,13077 ICONN Hack,13077@gmail.com,2010-12-08,2011-12-08,1,0.0,182.3175,4,3.7,Medium Value Customer,863
13531.0,13531 ICONN Hack,13531@gmail.com,2010-12-08,2011-05-18,205,1.0,241.89999999999998,2,2.0,Low Value Customers,174
13848.0,13848 ICONN Hack,13848@gmail.com,2010-12-08,2011-09-08,92,1.0,418.3333333333333,3,2.78,Low Value Customers,3700
13140.0,13140 ICONN Hack,13140@gmail.com,2010-12-08,2011-08-23,108,1.0,141.24,3,2.76,Low Value Customers,186
15713.0,15713 ICONN Hack,15713@gmail.com,2010-12-08,2011-07-19,143,1.0,178.35000000000002,2,2.06,Low Value Customers,150
17999.0,17999 ICONN Hack,17999@gmail.com,2010-12-08,2011-11-02,37,1.0,191.03,2,2.3,Low Value Customers,221
15347.0,15347 ICONN Hack,15347@gmail.com,2010-12-08,2010-12-08,366,1.0,201.6,1,0.74,Lost Customers,130
14766.0,14766 ICONN Hack,14766@gmail.com,2010-12-08,2011-12-01,8,0.0,412.2283333333333,6,4.13,High value Customer,1349
17340.0,17340 ICONN Hack,17340@gmail.com,2010-12-08,2011-11-10,29,0.0,1123.0263636363636,11,4.42,High value Customer,5967
13984.0,13984 ICONN Hack,13984@gmail.com,2010-12-08,2011-11-13,26,0.0,184.102,5,3.77,Medium Value Customer,679
15996.0,15996 ICONN Hack,15996@gmail.com,2010-12-08,2011-09-12,88,1.0,176.78,6,3.74,Medium Value Customer,384
14030.0,14030 ICONN Hack,14030@gmail.com,2010-12-08,2011-11-21,18,0.0,295.01125,8,4.31,High value Customer,1479
16596.0,16596 ICONN Hack,16596@gmail.com,2010-12-08,2011-11-24,15,0.0,125.075,2,2.46,Low Value Customers,97
16700.0,16700 ICONN Hack,16700@gmail.com,2010-12-08,2011-12-01,8,0.0,390.50384615384615,13,4.68,Top Customers,4024
16011.0,16011 ICONN Hack,16011@gmail.com,2010-12-08,2011-12-01,8,0.0,210.169375,16,4.75,Top Customers,2042
17655.0,17655 ICONN Hack,17655@gmail.com,2010-12-08,2011-11-29,10,0.0,376.99142857142857,7,4.26,High value Customer,1116
16717.0,16717 ICONN Hack,16717@gmail.com,2010-12-08,2011-11-16,23,0.0,643.0633333333334,6,4.0,Medium Value Customer,1866
14243.0,14243 ICONN Hack,14243@gmail.com,2010-12-09,2011-12-01,8,0.0,258.877,10,4.55,Top Customers,1221
12963.0,12963 ICONN Hack,12963@gmail.com,2010-12-09,2011-12-01,8,0.0,232.07875,8,4.41,High value Customer,881
15079.0,15079 ICONN Hack,15079@gmail.com,2010-12-09,2011-05-11,212,1.0,223.9025,4,3.09,Medium Value Customer,389
14437.0,14437 ICONN Hack,14437@gmail.com,2010-12-09,2010-12-09,365,1.0,63.0,1,0.74,Lost Customers,60
12942.0,12942 ICONN Hack,12942@gmail.com,2010-12-09,2011-07-31,131,1.0,227.96666666666667,3,2.73,Low Value Customers,203
15660.0,15660 ICONN Hack,15660@gmail.com,2010-12-09,2011-11-14,25,0.0,177.87333333333333,9,4.33,High value Customer,1050
18092.0,18092 ICONN Hack,18092@gmail.com,2010-12-09,2011-12-07,2,0.0,824.3872727272727,11,4.67,Top Customers,4252
15358.0,15358 ICONN Hack,15358@gmail.com,2010-12-09,2011-12-05,4,0.0,379.41818181818184,22,4.86,Top Customers,7050
13319.0,13319 ICONN Hack,13319@gmail.com,2010-12-09,2011-12-04,5,0.0,417.1365384615384,26,4.87,Top Customers,4724
12481.0,12481 ICONN Hack,12481@gmail.com,2010-12-09,2011-11-17,22,0.0,559.6320000000001,10,4.42,High value Customer,3304
12621.0,12621 ICONN Hack,12621@gmail.com,2010-12-09,2011-12-08,1,0.0,684.4835,20,4.89,Top Customers,7440
14299.0,14299 ICONN Hack,14299@gmail.com,2010-12-09,2011-12-01,8,0.0,440.6244444444444,9,4.49,High value Customer,2149
18071.0,18071 ICONN Hack,18071@gmail.com,2010-12-09,2011-03-27,257,1.0,226.5,2,1.95,Low Value Customers,260
12683.0,12683 ICONN Hack,12683@gmail.com,2010-12-09,2011-12-05,4,0.0,565.1046666666666,15,4.77,Top Customers,4987
12755.0,12755 ICONN Hack,12755@gmail.com,2010-12-09,2011-03-04,280,1.0,1905.9750000000001,2,1.93,Low Value Customers,1491
13854.0,13854 ICONN Hack,13854@gmail.com,2010-12-09,2011-12-01,8,0.0,324.3808,25,4.84,Top Customers,2296
12797.0,12797 ICONN Hack,12797@gmail.com,2010-12-09,2010-12-09,365,1.0,254.03,1,0.74,Lost Customers,118
16782.0,16782 ICONN Hack,16782@gmail.com,2010-12-09,2011-11-29,10,0.0,175.37692307692308,13,4.66,Top Customers,712
13369.0,13369 ICONN Hack,13369@gmail.com,2010-12-09,2010-12-09,365,1.0,308.28000000000003,1,0.74,Lost Customers,149
12494.0,12494 ICONN Hack,12494@gmail.com,2010-12-09,2011-11-24,15,0.0,178.0142857142857,7,4.23,High value Customer,707
17857.0,17857 ICONN Hack,17857@gmail.com,2010-12-09,2011-12-05,4,0.0,1168.6539130434783,23,4.87,Top Customers,19256
14987.0,14987 ICONN Hack,14987@gmail.com,2010-12-09,2011-11-24,15,0.0,163.2,2,2.46,Low Value Customers,128
14355.0,14355 ICONN Hack,14355@gmail.com,2010-12-09,2010-12-09,365,1.0,174.4,1,0.74,Lost Customers,92
17526.0,17526 ICONN Hack,17526@gmail.com,2010-12-09,2011-12-05,4,0.0,298.975,4,3.66,Medium Value Customer,310
14896.0,14896 ICONN Hack,14896@gmail.com,2010-12-09,2011-05-19,204,1.0,234.38500000000002,2,2.0,Low Value Customers,279
14440.0,14440 ICONN Hack,14440@gmail.com,2010-12-09,2011-12-01,8,0.0,471.53600000000006,5,3.93,Medium Value Customer,588
13240.0,13240 ICONN Hack,13240@gmail.com,2010-12-09,2011-09-04,96,1.0,165.9125,4,3.21,Medium Value Customer,298
14479.0,14479 ICONN Hack,14479@gmail.com,2010-12-09,2011-03-31,253,1.0,158.125,2,1.96,Low Value Customers,117
16065.0,16065 ICONN Hack,16065@gmail.com,2010-12-09,2010-12-09,365,1.0,372.09,1,0.74,Lost Customers,231
17430.0,17430 ICONN Hack,17430@gmail.com,2010-12-09,2011-11-07,32,1.0,132.88,2,2.32,Low Value Customers,190
16520.0,16520 ICONN Hack,16520@gmail.com,2010-12-09,2011-06-06,186,1.0,348.8566666666666,3,2.67,Low Value Customers,558
15945.0,15945 ICONN Hack,15945@gmail.com,2010-12-09,2010-12-09,365,1.0,181.0,1,0.74,Lost Customers,52
15856.0,15856 ICONN Hack,15856@gmail.com,2010-12-09,2011-12-05,4,0.0,606.947037037037,27,4.89,Top Customers,11005
13102.0,13102 ICONN Hack,13102@gmail.com,2010-12-09,2011-12-08,1,0.0,267.67041666666665,24,4.92,Top Customers,4204
15271.0,15271 ICONN Hack,15271@gmail.com,2010-12-09,2011-12-02,7,0.0,167.138,15,4.74,Top Customers,1262
13982.0,13982 ICONN Hack,13982@gmail.com,2010-12-09,2011-10-31,39,1.0,467.9525,4,3.39,Medium Value Customer,1136
15288.0,15288 ICONN Hack,15288@gmail.com,2010-12-09,2011-10-27,43,1.0,461.304,5,3.68,Medium Value Customer,775
17978.0,17978 ICONN Hack,17978@gmail.com,2010-12-09,2010-12-09,365,1.0,300.92,1,0.74,Lost Customers,499
16795.0,16795 ICONN Hack,16795@gmail.com,2010-12-09,2010-12-09,365,1.0,414.88,1,0.74,Lost Customers,239
16519.0,16519 ICONN Hack,16519@gmail.com,2010-12-09,2011-11-14,25,0.0,107.53999999999999,2,2.37,Low Value Customers,54
17816.0,17816 ICONN Hack,17816@gmail.com,2010-12-09,2011-11-03,36,1.0,9.14,4,3.4,Medium Value Customer,30
16255.0,16255 ICONN Hack,16255@gmail.com,2010-12-09,2011-11-23,16,0.0,327.48875,8,4.33,High value Customer,1767
17671.0,17671 ICONN Hack,17671@gmail.com,2010-12-09,2011-11-24,15,0.0,393.1775,4,3.56,Medium Value Customer,772
17646.0,17646 ICONN Hack,17646@gmail.com,2010-12-09,2011-05-04,219,1.0,336.13000000000005,3,2.64,Low Value Customers,323
12872.0,12872 ICONN Hack,12872@gmail.com,2010-12-09,2011-01-17,326,1.0,299.985,2,1.9,Low Value Customers,319
17339.0,17339 ICONN Hack,17339@gmail.com,2010-12-09,2011-09-06,94,1.0,121.68,2,2.12,Low Value Customers,152
17097.0,17097 ICONN Hack,17097@gmail.com,2010-12-09,2011-12-07,2,0.0,119.3025,8,4.47,High value Customer,459
15192.0,15192 ICONN Hack,15192@gmail.com,2010-12-09,2011-08-12,119,1.0,348.1066666666666,3,2.74,Low Value Customers,918
15380.0,15380 ICONN Hack,15380@gmail.com,2010-12-09,2011-12-01,8,0.0,338.052,5,3.93,Medium Value Customer,376
17950.0,17950 ICONN Hack,17950@gmail.com,2010-12-09,2011-09-28,72,1.0,160.73333333333332,3,2.83,Low Value Customers,366
12826.0,12826 ICONN Hack,12826@gmail.com,2010-12-09,2011-12-07,2,0.0,210.67428571428573,7,4.36,High value Customer,1058
17456.0,17456 ICONN Hack,17456@gmail.com,2010-12-09,2010-12-09,365,1.0,249.86,1,0.74,Lost Customers,222
15811.0,15811 ICONN Hack,15811@gmail.com,2010-12-09,2011-11-17,22,0.0,369.77,6,4.01,High value Customer,1071
13327.0,13327 ICONN Hack,13327@gmail.com,2010-12-09,2011-11-01,38,1.0,453.47125,8,4.18,High value Customer,1600
18225.0,18225 ICONN Hack,18225@gmail.com,2010-12-09,2011-12-06,3,0.0,459.0933333333333,12,4.7,Top Customers,3244
15211.0,15211 ICONN Hack,15211@gmail.com,2010-12-09,2011-10-10,60,1.0,447.205,2,2.21,Low Value Customers,240
15596.0,15596 ICONN Hack,15596@gmail.com,2010-12-09,2011-08-31,100,1.0,281.318,5,3.51,Medium Value Customer,561
16163.0,16163 ICONN Hack,16163@gmail.com,2010-12-09,2011-04-21,232,1.0,428.30000000000007,2,1.98,Low Value Customers,192
16907.0,16907 ICONN Hack,16907@gmail.com,2010-12-09,2011-11-10,29,0.0,196.32999999999998,5,3.75,Medium Value Customer,298
17576.0,17576 ICONN Hack,17576@gmail.com,2010-12-09,2011-12-01,8,0.0,190.66736842105263,19,4.79,Top Customers,1994
14713.0,14713 ICONN Hack,14713@gmail.com,2010-12-09,2011-11-30,9,0.0,242.39636363636365,11,4.59,Top Customers,1615
14702.0,14702 ICONN Hack,14702@gmail.com,2010-12-09,2011-12-08,1,0.0,193.65529411764706,17,4.85,Top Customers,1454
13230.0,13230 ICONN Hack,13230@gmail.com,2010-12-09,2011-12-05,4,0.0,200.49785714285713,14,4.74,Top Customers,1665
13969.0,13969 ICONN Hack,13969@gmail.com,2010-12-09,2011-12-02,7,0.0,502.99666666666667,18,4.79,Top Customers,4542
17530.0,17530 ICONN Hack,17530@gmail.com,2010-12-09,2011-12-08,1,0.0,238.5,10,4.63,Top Customers,1526
15805.0,15805 ICONN Hack,15805@gmail.com,2010-12-10,2011-11-16,23,0.0,325.2047058823529,17,4.63,Top Customers,3387
12471.0,12471 ICONN Hack,12471@gmail.com,2010-12-10,2011-12-07,2,0.0,660.8016666666666,30,4.93,Top Customers,8212
17696.0,17696 ICONN Hack,17696@gmail.com,2010-12-10,2011-11-01,38,1.0,285.71375,8,4.18,High value Customer,1756
17076.0,17076 ICONN Hack,17076@gmail.com,2010-12-10,2011-11-03,36,1.0,280.35999999999996,3,2.96,Low Value Customers,295
17827.0,17827 ICONN Hack,17827@gmail.com,2010-12-10,2011-12-04,5,0.0,399.092,5,3.95,Medium Value Customer,1247
16265.0,16265 ICONN Hack,16265@gmail.com,2010-12-10,2011-11-30,9,0.0,605.2222222222222,9,4.47,High value Customer,2646
17880.0,17880 ICONN Hack,17880@gmail.com,2010-12-10,2010-12-10,364,1.0,458.92,1,0.75,Lost Customers,314
13000.0,13000 ICONN Hack,13000@gmail.com,2010-12-10,2011-08-25,106,1.0,178.28333333333333,3,2.76,Low Value Customers,379
16499.0,16499 ICONN Hack,16499@gmail.com,2010-12-10,2010-12-14,360,1.0,182.725,2,1.89,Low Value Customers,127
17790.0,17790 ICONN Hack,17790@gmail.com,2010-12-10,2011-11-13,26,0.0,140.39642857142857,14,4.55,Top Customers,836
12731.0,12731 ICONN Hack,12731@gmail.com,2010-12-10,2011-11-16,23,0.0,1574.6591666666666,12,4.51,Top Customers,8437
14419.0,14419 ICONN Hack,14419@gmail.com,2010-12-10,2011-11-29,10,0.0,176.34333333333333,6,4.11,High value Customer,487
14082.0,14082 ICONN Hack,14082@gmail.com,2010-12-10,2010-12-10,364,1.0,182.25,1,0.75,Lost Customers,110
17912.0,17912 ICONN Hack,17912@gmail.com,2010-12-10,2011-02-02,310,1.0,62.202,5,3.32,Medium Value Customer,185
15723.0,15723 ICONN Hack,15723@gmail.com,2010-12-10,2010-12-10,364,1.0,203.1,1,0.75,Lost Customers,87
16656.0,16656 ICONN Hack,16656@gmail.com,2010-12-10,2011-11-17,22,0.0,575.0533333333333,15,4.61,Top Customers,8894
14037.0,14037 ICONN Hack,14037@gmail.com,2010-12-10,2011-06-16,176,1.0,73.6,2,2.03,Low Value Customers,46
14256.0,14256 ICONN Hack,14256@gmail.com,2010-12-10,2011-03-24,260,1.0,484.53,2,1.95,Low Value Customers,414
14543.0,14543 ICONN Hack,14543@gmail.com,2010-12-10,2011-11-11,28,0.0,226.895625,16,4.58,Top Customers,679
16062.0,16062 ICONN Hack,16062@gmail.com,2010-12-10,2011-11-30,9,0.0,288.405,4,3.61,Medium Value Customer,800
18116.0,18116 ICONN Hack,18116@gmail.com,2010-12-10,2011-10-03,67,1.0,177.25375,8,4.06,High value Customer,848
16019.0,16019 ICONN Hack,16019@gmail.com,2010-12-10,2011-10-24,46,1.0,420.6933333333333,9,4.22,High value Customer,1733
18178.0,18178 ICONN Hack,18178@gmail.com,2010-12-10,2011-08-03,128,1.0,397.7025,4,3.17,Medium Value Customer,983
18065.0,18065 ICONN Hack,18065@gmail.com,2010-12-10,2011-12-04,5,0.0,170.91642857142855,14,4.73,Top Customers,1027
14952.0,14952 ICONN Hack,14952@gmail.com,2010-12-10,2011-10-11,59,1.0,736.3172727272728,11,4.29,High value Customer,3355
13148.0,13148 ICONN Hack,13148@gmail.com,2010-12-10,2011-11-10,29,0.0,308.9266666666667,12,4.47,High value Customer,1975
12989.0,12989 ICONN Hack,12989@gmail.com,2010-12-10,2011-12-06,3,0.0,461.6073333333334,15,4.78,Top Customers,2943
14107.0,14107 ICONN Hack,14107@gmail.com,2010-12-10,2011-10-19,51,1.0,386.17571428571426,7,4.01,High value Customer,1793
15881.0,15881 ICONN Hack,15881@gmail.com,2010-12-10,2011-01-31,312,1.0,100.278,5,3.31,Medium Value Customer,260
12785.0,12785 ICONN Hack,12785@gmail.com,2010-12-10,2010-12-10,364,1.0,311.95,1,0.75,Lost Customers,131
16727.0,16727 ICONN Hack,16727@gmail.com,2010-12-10,2010-12-10,364,1.0,272.82,1,0.75,Lost Customers,177
15514.0,15514 ICONN Hack,15514@gmail.com,2010-12-10,2011-11-27,12,0.0,376.31454545454545,11,4.55,Top Customers,2160
13787.0,13787 ICONN Hack,13787@gmail.com,2010-12-10,2011-09-25,75,1.0,154.51999999999998,2,2.16,Low Value Customers,337
17865.0,17865 ICONN Hack,17865@gmail.com,2010-12-10,2011-11-09,30,0.0,526.316,20,4.62,Top Customers,5757
17220.0,17220 ICONN Hack,17220@gmail.com,2010-12-10,2011-11-15,24,0.0,228.44642857142858,14,4.56,Top Customers,1905
16565.0,16565 ICONN Hack,16565@gmail.com,2010-12-10,2010-12-10,364,1.0,173.7,1,0.75,Lost Customers,46
16873.0,16873 ICONN Hack,16873@gmail.com,2010-12-10,2011-12-05,4,0.0,1187.27,6,4.17,High value Customer,3840
14062.0,14062 ICONN Hack,14062@gmail.com,2010-12-10,2011-11-30,9,0.0,872.0708333333333,12,4.63,Top Customers,5593
18016.0,18016 ICONN Hack,18016@gmail.com,2010-12-10,2011-11-07,32,1.0,296.712,5,3.73,Medium Value Customer,1029
14448.0,14448 ICONN Hack,14448@gmail.com,2010-12-10,2011-11-30,9,0.0,187.675,2,2.51,Low Value Customers,104
15503.0,15503 ICONN Hack,15503@gmail.com,2010-12-12,2010-12-12,362,1.0,147.09,1,0.75,Lost Customers,74
17251.0,17251 ICONN Hack,17251@gmail.com,2010-12-12,2010-12-12,362,1.0,283.28000000000003,1,0.75,Lost Customers,110
16923.0,16923 ICONN Hack,16923@gmail.com,2010-12-12,2011-11-27,12,0.0,381.4531578947368,19,4.75,Top Customers,3417
14159.0,14159 ICONN Hack,14159@gmail.com,2010-12-12,2011-11-20,19,0.0,426.6372727272728,11,4.49,High value Customer,4408
14577.0,14577 ICONN Hack,14577@gmail.com,2010-12-12,2011-11-27,12,0.0,214.9275,4,3.57,Medium Value Customer,353
17126.0,17126 ICONN Hack,17126@gmail.com,2010-12-12,2011-07-10,152,1.0,200.95,5,3.46,Medium Value Customer,792
12753.0,12753 ICONN Hack,12753@gmail.com,2010-12-12,2011-11-17,22,0.0,3571.565,6,4.01,High value Customer,11421
17236.0,17236 ICONN Hack,17236@gmail.com,2010-12-12,2011-11-27,12,0.0,152.68833333333333,6,4.09,High value Customer,474
17372.0,17372 ICONN Hack,17372@gmail.com,2010-12-12,2011-10-30,40,1.0,167.835,8,4.17,High value Customer,749
16367.0,16367 ICONN Hack,16367@gmail.com,2010-12-12,2011-11-02,37,1.0,402.245,2,2.3,Low Value Customers,647
12875.0,12875 ICONN Hack,12875@gmail.com,2010-12-12,2011-07-19,143,1.0,171.61500000000004,2,2.06,Low Value Customers,2019
17917.0,17917 ICONN Hack,17917@gmail.com,2010-12-12,2011-10-25,45,1.0,113.75999999999999,3,2.92,Low Value Customers,187
16010.0,16010 ICONN Hack,16010@gmail.com,2010-12-12,2011-04-08,245,1.0,135.83333333333334,3,2.62,Low Value Customers,210
17085.0,17085 ICONN Hack,17085@gmail.com,2010-12-12,2011-08-08,123,1.0,313.33000000000004,5,3.49,Medium Value Customer,786
15224.0,15224 ICONN Hack,15224@gmail.com,2010-12-12,2010-12-16,358,1.0,161.04000000000002,2,1.89,Low Value Customers,152
13668.0,13668 ICONN Hack,13668@gmail.com,2010-12-12,2011-12-07,2,0.0,303.02809523809526,21,4.89,Top Customers,3742
14684.0,14684 ICONN Hack,14684@gmail.com,2010-12-12,2011-11-14,25,0.0,247.256,5,3.77,Medium Value Customer,853
17188.0,17188 ICONN Hack,17188@gmail.com,2010-12-12,2011-11-28,11,0.0,353.4614285714286,7,4.25,High value Customer,1328
15547.0,15547 ICONN Hack,15547@gmail.com,2010-12-12,2011-12-02,7,0.0,353.9171428571429,14,4.72,Top Customers,4032
15998.0,15998 ICONN Hack,15998@gmail.com,2010-12-12,2011-11-03,36,1.0,617.994,5,3.71,Medium Value Customer,2041
14413.0,14413 ICONN Hack,14413@gmail.com,2010-12-12,2010-12-12,362,1.0,122.7,1,0.75,Lost Customers,68
18004.0,18004 ICONN Hack,18004@gmail.com,2010-12-12,2010-12-12,362,1.0,169.47,1,0.75,Lost Customers,78
13959.0,13959 ICONN Hack,13959@gmail.com,2010-12-12,2011-09-21,79,1.0,199.4,3,2.8,Low Value Customers,357
16665.0,16665 ICONN Hack,16665@gmail.com,2010-12-12,2010-12-12,362,1.0,135.39999999999998,1,0.75,Lost Customers,59
15454.0,15454 ICONN Hack,15454@gmail.com,2010-12-12,2010-12-12,362,1.0,179.1,1,0.75,Lost Customers,86
15044.0,15044 ICONN Hack,15044@gmail.com,2010-12-12,2011-11-20,19,0.0,452.954705882353,17,4.66,Top Customers,2795
17937.0,17937 ICONN Hack,17937@gmail.com,2010-12-12,2011-12-01,8,0.0,614.46,7,4.29,High value Customer,1754
14608.0,14608 ICONN Hack,14608@gmail.com,2010-12-12,2011-12-05,4,0.0,446.2875,4,3.66,Medium Value Customer,437
17618.0,17618 ICONN Hack,17618@gmail.com,2010-12-12,2011-12-04,5,0.0,323.85999999999996,3,3.21,Medium Value Customer,331
14505.0,14505 ICONN Hack,14505@gmail.com,2010-12-12,2011-11-22,17,0.0,738.205,8,4.32,High value Customer,2759
18037.0,18037 ICONN Hack,18037@gmail.com,2010-12-12,2011-07-08,154,1.0,11.67,6,3.66,Medium Value Customer,20
13198.0,13198 ICONN Hack,13198@gmail.com,2010-12-13,2011-11-29,10,0.0,566.8733333333333,6,4.11,High value Customer,2648
12540.0,12540 ICONN Hack,12540@gmail.com,2010-12-13,2011-11-20,19,0.0,788.2494117647059,17,4.66,Top Customers,6685
13225.0,13225 ICONN Hack,13225@gmail.com,2010-12-13,2011-12-06,3,0.0,923.4057142857143,7,4.34,High value Customer,3416
15361.0,15361 ICONN Hack,15361@gmail.com,2010-12-13,2010-12-13,361,1.0,418.92,1,0.75,Lost Customers,336
15689.0,15689 ICONN Hack,15689@gmail.com,2010-12-13,2011-08-12,119,1.0,127.05,2,2.09,Low Value Customers,84
14290.0,14290 ICONN Hack,14290@gmail.com,2010-12-13,2011-11-28,11,0.0,462.93,5,3.89,Medium Value Customer,915
13209.0,13209 ICONN Hack,13209@gmail.com,2010-12-13,2011-11-09,30,0.0,736.4512500000001,8,4.22,High value Customer,4253
13999.0,13999 ICONN Hack,13999@gmail.com,2010-12-13,2011-11-29,10,0.0,325.1508333333333,12,4.62,Top Customers,2243
14498.0,14498 ICONN Hack,14498@gmail.com,2010-12-13,2011-10-28,42,1.0,391.464,5,3.68,Medium Value Customer,1098
15854.0,15854 ICONN Hack,15854@gmail.com,2010-12-13,2011-12-05,4,0.0,247.88750000000002,12,4.68,Top Customers,939
16701.0,16701 ICONN Hack,16701@gmail.com,2010-12-13,2011-12-01,8,0.0,415.25384615384615,13,4.68,Top Customers,6393
16927.0,16927 ICONN Hack,16927@gmail.com,2010-12-13,2011-08-16,115,1.0,181.01666666666665,3,2.75,Low Value Customers,993
17990.0,17990 ICONN Hack,17990@gmail.com,2010-12-13,2011-04-17,236,1.0,210.28,3,2.63,Low Value Customers,414
14544.0,14544 ICONN Hack,14544@gmail.com,2010-12-13,2011-11-15,24,0.0,1012.225,2,2.38,Low Value Customers,1543
17338.0,17338 ICONN Hack,17338@gmail.com,2010-12-13,2011-11-22,17,0.0,830.49125,8,4.32,High value Customer,3128
